"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"AARON.EKBLAD","2014-2015","FLA","D",81,1766.6,12,27,39,22,1.32,0.75,53.85,1.83,1760,1300,460,57.52,10.3,87,58,29,60,18.27,80.8,58.58,22.22,57.97,11.69,15,15,0,351,11.92,9.11,0.31,7.06,100.62,66.19,35.68,30.4,53.99,30.17,46.05
"AARON.EKBLAD","2015-2016","FLA","D",78,1690.83,15,20,35,23,1.24,0.82,41.75,1.48,1520,1231,289,55.25,9.3,93,60,33,60.78,7.82,81.95,60.79,21.16,57.41,8.91,19,9,-10,324,11.5,9.81,0.35,8.24,101.92,60.39,35.8,31.18,52.08,30.95,47.13
"AARON.EKBLAD","2016-2017","FLA","D",68,1459.28,10,11,21,14,0.86,0.58,33.83,1.39,1549,1170,379,56.97,8.14,54,63,-9,46.15,-0.2,66.53,59.05,7.48,52.98,6.82,28,16,-12,408,16.78,12.03,0.49,4.44,97.21,64.51,35.12,30.87,54.64,30.87,47.02
"AARON.NESS","2013-2014","NYI","D",20,295.88,1,1,2,1,0.41,0.2,1.48,0.3,273,309,-36,46.91,-2.31,3,18,-15,14.29,-30.02,10.87,14.4,-3.53,43.02,-7.83,5,2,-3,49,9.94,1.27,0.26,4.35,91.63,50.86,24.39,27.13,48.67,29.44,50.97
"AARON.NESS","2015-2016","WSH","D",8,99.1,0,2,2,0,1.21,0,3.14,1.9,96,87,9,52.46,0.97,6,2,4,75,15.54,3.32,3.92,-0.6,45.86,-7.07,1,1,0,18,10.9,0.39,0.24,0,108.83,69.23,20.83,24.26,50.15,27.63,48.05
"AARON.NESS","2016-2017","WSH","D",2,25.67,0,0,0,0,0,0,-0.5,-1.17,16,25,-9,39.02,-11.29,0,1,-1,0,-50,0.8,0.85,-0.05,48.48,-9.13,0,0,0,1,2.34,0.02,0.05,NA,92.31,90.91,22.47,25.77,51.14,27.12,49.44
"AARON.PALUSHAJ","2013-2014","CAR","R",2,18.65,0,0,0,0,0,0,0.19,0.61,20,16,4,55.56,2.38,0,1,-1,0,-40,0.78,0.61,0.17,56.12,17.13,0,0,0,4,12.87,0.2,0.64,0,88.89,38.46,15.94,27.77,49.11,27.6,47.45
"AARON.ROME","2013-2014","DAL","D",25,327.21,0,1,1,1,0.18,0.18,1.77,0.32,291,337,-46,46.34,-8.59,14,22,-8,38.89,-17.11,12.91,15.88,-2.97,44.84,-10.46,4,2,-2,36,6.6,0.62,0.11,0,96.62,51.3,22.09,27.07,48.61,29.81,52.12
"AARON.VOLPATTI","2013-2014","WSH","L",41,301.87,2,0,2,2,0.4,0.4,-3.23,-0.64,194,292,-98,39.92,-9.15,4,7,-3,36.36,-15.11,7.01,10.1,-3.09,40.97,-7.65,13,6,-7,39,7.75,1.94,0.39,11.11,99.39,54.14,12.58,26.42,48.38,27.04,48.5
"AARON.VOLPATTI","2014-2015","WSH","L",2,19.23,0,0,0,0,0,0,0.27,0.84,14,14,0,50,3.8,0,0,0,NA,NA,0.67,0.44,0.23,60.36,16.46,0,1,1,3,9.36,0.07,0.22,0,100,44.44,16.82,27.84,51.4,27.01,53.9
"ADAM.ALMQUIST","2013-2014","DET","D",2,34.44,1,0,1,1,1.74,1.74,0.9,1.57,29,26,3,52.73,14.57,2,3,-1,40,2.5,1.72,1.53,0.19,52.92,15.14,0,0,0,3,5.23,0.15,0.26,50,94.21,39.13,27.82,30.1,52.88,29.16,48.28
"ADAM.BURISH","2013-2014","S.J","R",15,144.31,0,0,0,0,0,0,0.86,0.36,117,136,-19,46.25,-11.55,2,8,-6,20,-48.66,5.43,5.38,0.05,50.23,-11.83,3,1,-2,18,7.48,1.01,0.42,0,90.11,40.82,16.09,28.3,48.67,29.51,51.91
"ADAM.BURISH","2014-2015","S.J","R",20,222.9,1,2,3,3,0.81,0.81,-1.17,-0.31,134,279,-145,32.45,-23.87,3,13,-10,18.75,-36.54,4.54,13.33,-8.79,25.41,-32.23,10,6,-4,38,10.23,1.37,0.37,4.55,95.52,23.6,18.53,28.48,47,30.63,54.47
"ADAM.CLENDENING","2014-2015","CHI/VAN","D",21,349.37,1,3,4,2,0.69,0.34,4.72,0.81,344,288,56,54.43,6.7,20,14,6,58.82,8.27,16.18,16.03,0.15,50.23,7.25,5,1,-4,49,8.42,0.88,0.15,5.88,101.41,58.77,27.71,28.15,53.69,29.58,45.14
"ADAM.CLENDENING","2015-2016","PIT/EDM","D",29,429.08,1,6,7,2,0.98,0.28,7.72,1.08,402,403,-1,49.94,-0.14,19,13,6,59.38,13.54,15.84,17.61,-1.77,47.35,-3.53,10,4,-6,83,11.61,1.64,0.23,2.33,102.85,56.25,24.93,28.84,51.38,29.08,47.49
"ADAM.CLENDENING","2016-2017","NYR","D",31,489.93,2,9,11,4,1.35,0.49,15.7,1.92,505,356,149,58.65,10.86,23,17,6,57.5,13.23,22.88,18.62,4.26,55.13,8.08,7,5,-2,88,10.78,1.31,0.16,5.26,100.43,70.4,26.72,28.63,51.19,29.28,47.1
"ADAM.CRACKNELL","2013-2014","STL","R",19,155.45,0,2,2,1,0.77,0.39,2.88,1.11,125,133,-8,48.45,-3.78,6,6,0,50,-1.72,4.56,6.13,-1.57,42.66,-8.95,0,3,3,28,10.81,1.05,0.41,0,99.88,54.84,13.71,27.58,51.14,27.72,49.78
"ADAM.CRACKNELL","2014-2015","CBJ","R",17,169.09,0,1,1,1,0.35,0.35,-1.89,-0.67,114,174,-60,39.58,-5.77,1,11,-10,8.33,-35.42,3.47,7.16,-3.69,32.64,-14.94,1,0,-1,29,10.29,1.09,0.39,0,90.41,45.36,16.92,27.53,44.61,28.3,51.85
"ADAM.CRACKNELL","2015-2016","VAN/EDM","R",52,636.01,5,5,10,9,0.94,0.85,9.36,0.88,490,604,-114,44.79,-3.07,13,21,-8,38.24,-9.53,20.15,25.08,-4.93,44.55,-2.26,10,12,2,120,11.32,5.87,0.55,7.35,98.41,42.3,20.55,28.94,45.67,29.26,51.72
"ADAM.CRACKNELL","2016-2017","DAL","R",69,721.75,10,6,16,13,1.33,1.08,22.7,1.89,697,698,-1,49.96,0.32,29,24,5,54.72,8.49,26.81,28.49,-1.68,48.48,-1.66,6,14,8,169,14.05,7.76,0.65,11.63,101.01,48.56,17.84,28.33,47.64,28.76,51.31
"ADAM.ERNE","2016-2017","T.B","L",26,306.98,3,0,3,3,0.59,0.59,5.38,1.05,286,249,37,53.46,3.48,5,13,-8,27.78,-23.89,11.02,9.45,1.57,53.83,6.33,4,6,2,65,12.7,3.05,0.6,7.5,93.84,55.8,20.21,29.41,54.43,29.19,47.21
"ADAM.HALL","2013-2014","PHI","R",80,787.08,4,5,9,7,0.69,0.53,6,0.46,455,860,-405,34.6,-18.64,16,51,-35,23.88,-31.3,17.55,43.69,-26.14,28.66,-26.06,10,7,-3,103,7.85,5.52,0.42,6.56,95.49,18.12,16.46,30.77,40.82,33.18,61
"ADAM.HENRIQUE","2013-2014","N.J","C",77,1390.18,25,18,43,34,1.86,1.47,47.08,2.03,1153,1063,90,52.03,-0.8,65,57,8,53.28,5.29,60.68,51.5,9.18,54.09,2.38,10,20,10,223,9.62,18.21,0.79,18.25,100.98,50.17,29.62,33.66,53.61,32.8,50.72
"ADAM.HENRIQUE","2014-2015","N.J","C",75,1330.78,16,26,42,32,1.89,1.44,32.63,1.47,1049,1289,-240,44.87,-0.39,61,67,-6,47.66,2.03,56.84,64,-7.16,47.04,3.18,13,10,-3,224,10.1,15.67,0.71,12.6,101.71,44.43,29.16,32.87,48.88,32.06,50.94
"ADAM.HENRIQUE","2015-2016","N.J","C",80,1585.43,30,20,50,37,1.89,1.4,42.02,1.59,1166,1379,-213,45.82,0.16,78,67,11,53.79,9.49,70,75.25,-5.25,48.19,3.23,10,15,5,237,8.97,19.33,0.73,20.13,102.91,46.13,32.69,35.01,48.16,34.09,51.16
"ADAM.HENRIQUE","2016-2017","N.J","C",82,1490.12,20,20,40,33,1.61,1.33,34.93,1.41,1260,1419,-159,47.03,-0.11,63,84,-21,42.86,0.11,68.17,79.85,-11.68,46.05,-0.71,16,20,4,243,9.78,18.29,0.74,14.08,98.56,46.24,29.94,33.67,49,33.44,50.82
"ADAM.LARSSON","2013-2014","N.J","D",26,462.39,1,2,3,3,0.39,0.39,8.05,1.04,373,333,40,52.83,1.57,12,13,-1,48,-3.22,14.88,13.64,1.24,52.17,2.48,6,3,-3,54,7.01,0.58,0.08,5,98.77,58.82,29.18,27.99,52.99,29.63,50.82
"ADAM.LARSSON","2014-2015","N.J","D",64,1341.6,3,18,21,12,0.94,0.54,19.68,0.88,885,1287,-402,40.75,-7.32,38,52,-14,42.22,-8.05,40.65,61.1,-20.45,39.95,-8.57,17,6,-11,178,7.96,3.15,0.14,3.3,100.24,29.51,34.76,30.17,43.36,32.72,55.35
"ADAM.LARSSON","2015-2016","N.J","D",82,1846.12,3,14,17,9,0.55,0.29,11.17,0.36,1041,1736,-695,37.49,-12.43,54,63,-9,46.15,-1.81,51.97,84.96,-32.99,37.95,-12.82,27,11,-16,154,5.01,3.93,0.13,4.62,102.57,25.17,37.31,31.16,42.11,33.4,56.39
"ADAM.LARSSON","2016-2017","EDM","D",79,1591.82,4,12,16,6,0.6,0.23,23.88,0.9,1406,1588,-182,46.96,-4.92,78,74,4,51.32,-5.35,72.42,77.89,-5.47,48.18,-5.66,26,7,-19,203,7.65,3.6,0.14,4.71,101.13,44.33,33.45,28.89,47.87,31.25,53.09
"ADAM.LOWRY","2014-2015","WPG","L",80,1100.25,11,12,23,20,1.25,1.09,32.5,1.77,997,839,158,54.3,3.31,41,37,4,52.56,-0.12,44.76,41.7,3.06,51.77,0.09,17,16,-1,184,10.03,13.33,0.73,10.58,99.92,55.12,22.97,Inf,50.61,29.58,50.4
"ADAM.LOWRY","2015-2016","WPG","L",74,1037.36,7,10,17,13,0.98,0.75,12.36,0.71,732,1097,-365,40.02,-12.94,28,54,-26,34.15,-17.96,35.35,55.75,-20.4,38.8,-11.08,18,14,-4,121,7,8.74,0.51,9.59,97.5,35.8,23.67,30.1,46.72,31.89,55.93
"ADAM.LOWRY","2016-2017","WPG","L",82,1316.03,15,14,29,22,1.32,1,28.41,1.3,1127,1299,-172,46.46,-3,57,65,-8,46.72,-2.86,60.16,64.55,-4.39,48.24,-2.72,18,16,-2,200,9.12,18.31,0.83,12.3,99.89,38.19,26.92,32.97,47.73,32.7,52.11
"ADAM.MCQUAID","2013-2014","BOS","D",30,481.42,1,5,6,3,0.75,0.37,8.87,1.11,396,448,-52,46.92,-7.54,23,18,5,56.1,0.86,17.24,15.61,1.63,52.48,-2.17,19,13,-6,57,7.1,0.58,0.07,4,102.94,43.97,26.97,27.55,50.22,30.48,54.43
"ADAM.MCQUAID","2014-2015","BOS","D",63,1161.47,1,6,7,3,0.36,0.15,9.93,0.51,914,1106,-192,45.25,-9.18,31,48,-17,39.24,-18.04,36.69,45.02,-8.33,44.9,-10.18,31,18,-13,135,6.97,1.77,0.09,1.67,98.12,44.12,30.55,28.47,48.38,30.7,53.7
"ADAM.MCQUAID","2015-2016","BOS","D",64,1154.56,1,6,7,4,0.36,0.21,9.31,0.48,923,1204,-281,43.39,-9.2,40,51,-11,43.96,-11.02,39.35,50.44,-11.09,43.82,-9.01,33,19,-14,107,5.56,1.55,0.08,2.38,99.56,41.46,30.32,29.87,46.35,32.17,55.71
"ADAM.MCQUAID","2016-2017","BOS","D",77,1403.78,2,7,9,6,0.38,0.26,25.9,1.11,1283,1333,-50,49.04,-7.6,52,65,-13,44.44,-12.29,54.04,60.71,-6.67,47.09,-11.7,24,17,-7,136,5.81,2.18,0.09,3.12,97.99,45.49,30.58,29.5,51.64,31.79,54.97
"ADAM.PARDY","2013-2014","WPG","D",60,865.25,0,6,6,2,0.42,0.14,13.88,0.96,753,739,14,50.47,0.42,30,31,-1,49.18,1.61,34.38,33.99,0.39,50.29,-0.15,17,8,-9,100,6.93,2.33,0.16,0,99.4,54.65,24.14,27.27,45.98,29.5,52.12
"ADAM.PARDY","2014-2015","WPG","D",55,826.05,0,9,9,5,0.65,0.36,12.98,0.94,629,763,-134,45.19,-8.53,32,33,-1,49.23,-6.58,30.88,44.63,-13.75,40.9,-13.5,16,15,-1,79,5.74,1.32,0.1,0,101.43,44.31,25.11,Inf,46.41,31.55,55.19
"ADAM.PARDY","2015-2016","EDM/WPG","D",23,365.34,0,3,3,3,0.49,0.49,2.99,0.49,283,371,-88,43.27,-8.53,9,21,-12,30,-27.83,15.86,16.85,-0.99,48.49,-1.59,7,5,-2,43,7.06,1.36,0.22,0,94.85,46.26,26.82,28.84,45.12,30.91,54.92
"ADAM.PARDY","2016-2017","NSH","D",4,43.97,0,0,0,0,0,0,-0.65,-0.89,37,47,-10,44.05,-8.15,1,2,-1,33.33,-10.42,1.26,2.05,-0.79,38.07,-13.28,3,0,-3,6,8.19,0.13,0.18,0,96.17,56.52,18.52,25.37,50.77,27.76,50.89
"ADAM.PAYERL","2013-2014","PIT","C",2,18.3,0,0,0,0,0,0,-0.5,-1.64,12,24,-12,33.33,-13.59,0,1,-1,0,-55.56,0.31,0.56,-0.25,35.63,-10.74,1,0,-1,5,16.39,0.2,0.66,0,92.31,62.5,15.17,27.28,46.89,27.83,48.9
"ADAM.PELECH","2015-2016","NYI","D",9,158.21,0,2,2,2,0.76,0.76,0.5,0.19,106,165,-59,39.11,-11.28,7,10,-3,41.18,-10.17,6.12,6.63,-0.51,48,-9.58,0,0,0,18,6.83,0.22,0.08,0,100.91,38.89,29.23,27.26,46.99,30.95,54.28
"ADAM.PELECH","2016-2017","NYI","D",44,740.7,3,7,10,4,0.81,0.32,8.35,0.68,584,729,-145,44.48,-5.49,28,34,-6,45.16,-9.11,25.53,35.47,-9.94,41.85,-11.66,3,6,3,88,7.13,1.93,0.16,7.5,100.14,48.72,28.22,27.74,46.58,29.69,52.66
"ADRIAN.KEMPE","2016-2017","L.A","L",25,305.77,2,4,6,5,1.18,0.98,10.16,1.99,301,233,68,56.37,1.19,10,11,-1,47.62,-0.8,12.36,12,0.36,50.74,-3.43,3,5,2,61,11.97,2.74,0.54,6.25,97.1,57,20.69,30.98,56,29.54,49.01
"AJ.GREER","2016-2017","COL","L",5,68.28,0,1,1,0,0.88,0,1.2,1.05,66,57,9,53.66,9.1,1,3,-2,25,-20,3.3,1.38,1.92,70.51,30.52,2,2,0,11,9.67,1.25,1.1,0,93.4,52.46,23.02,30.55,48.93,29.52,50.78
"ALAN.QUINE","2015-2016","NYI","C",2,35.52,1,0,1,1,1.69,1.69,1.28,2.16,24,26,-2,48,4.06,1,3,-2,25,-15,1.53,1.22,0.31,55.64,7.52,0,0,0,12,20.27,0.88,1.49,20,90.05,45.45,28.97,26.52,46.57,29.07,49.9
"ALAN.QUINE","2016-2017","NYI","C",61,763.77,5,13,18,11,1.41,0.86,13.73,1.08,717,825,-108,46.5,-1.82,37,38,-1,49.33,-3.2,34.24,37.7,-3.46,47.6,-4.64,4,4,0,125,9.82,7.75,0.61,6.1,100.74,47.73,21,29.54,50.06,29.36,48.63
"ALEC.MARTINEZ","2013-2014","L.A","D",61,956.92,11,11,22,15,1.38,0.94,34.78,2.18,1052,671,381,61.06,7.31,45,22,23,67.16,12.67,47.25,26.72,20.53,63.88,11.87,7,5,-2,223,13.98,6.95,0.44,13.92,102.11,62.21,25.94,28.74,58.5,29.8,46.29
"ALEC.MARTINEZ","2014-2015","L.A","D",56,1115.39,6,14,20,15,1.08,0.81,34.09,1.83,1089,941,148,53.65,-1.47,51,38,13,57.3,8.6,50.98,41.4,9.58,55.19,3.13,5,9,4,232,12.48,5.61,0.3,5.83,101.74,50.56,32.9,28.33,55.03,30.94,49.4
"ALEC.MARTINEZ","2015-2016","L.A","D",78,1649.75,10,21,31,23,1.13,0.84,46.11,1.68,1698,1554,144,52.21,-3.94,85,62,23,57.82,6.78,77.77,74.19,3.58,51.18,-0.76,20,9,-11,313,11.38,7.78,0.28,8.06,102.19,51.05,34.95,29.72,57.04,32.08,50.9
"ALEC.MARTINEZ","2016-2017","L.A","D",82,1774.58,9,28,37,22,1.25,0.74,51.49,1.74,1804,1536,268,54.01,-1.11,80,90,-10,47.06,-4.48,84.81,75.59,9.22,52.87,-0.21,12,5,-7,333,11.26,9.26,0.31,6.25,96.87,54.18,35.73,29.37,55.77,31.87,50.59
"ALEKSANDER.BARKOV","2013-2014","FLA","C",54,922.88,8,16,24,20,1.56,1.3,27.03,1.76,950,714,236,57.09,8.75,42,37,5,53.16,14.08,46.11,31.85,14.26,59.15,14.62,4,6,2,134,8.71,7.44,0.48,9.2,99.02,61.25,27.92,33.09,55.94,31.28,45.26
"ALEKSANDER.BARKOV","2014-2015","FLA","C",71,1242.42,16,20,36,25,1.74,1.21,38.71,1.87,1196,935,261,56.12,7.56,56,46,10,54.9,9.9,54.45,41.61,12.84,56.68,8.55,8,10,2,198,9.56,11,0.53,13.01,99.39,56.86,28.59,32.73,55.26,30.72,46.7
"ALEKSANDER.BARKOV","2015-2016","FLA","C",66,1282.4,28,30,58,46,2.71,2.15,56.48,2.64,1113,1100,13,50.29,1.8,82,59,23,58.16,4.16,64.22,54.11,10.11,54.27,2.6,4,17,13,255,11.93,20.49,0.96,16.37,102.83,50.29,32.13,34.51,52.27,32.86,48.88
"ALEKSANDER.BARKOV","2016-2017","FLA","C",61,1184.1,21,31,52,42,2.63,2.13,58.45,2.96,1270,846,424,60.02,10.41,71,43,28,62.28,22.09,65.34,47.69,17.65,57.81,11.04,5,18,13,226,11.45,14,0.71,14.79,101.36,62.74,31.62,34.89,55.09,32.33,47.36
"ALES.HEMSKY","2013-2014","EDM/OTT","R",75,1196.89,13,30,43,28,2.16,1.4,39.14,1.96,1181,1032,149,53.37,7.92,61,62,-1,49.59,8.48,56.89,50.56,6.33,52.95,9.2,14,16,2,235,11.78,12.88,0.65,9.42,98.42,55.97,26.26,33.19,51.81,30.87,45.75
"ALES.HEMSKY","2014-2015","DAL","R",76,1036.69,11,20,31,19,1.79,1.1,35.91,2.08,1142,901,241,55.9,4.63,52,48,4,52,0.9,48.92,40.76,8.16,54.55,3.43,10,14,4,255,14.76,10.36,0.6,7.86,98.97,61.65,22.81,30.43,56.96,30.05,45.27
"ALES.HEMSKY","2015-2016","DAL","R",75,982.59,13,26,39,29,2.38,1.77,46.47,2.84,1107,826,281,57.27,6.16,53,45,8,54.08,0.35,53.88,40,13.88,57.39,5.53,10,10,0,265,16.18,13.23,0.81,8.39,98.8,55.33,21.92,29.74,55.91,29.89,45.99
"ALES.HEMSKY","2016-2017","DAL","R",15,216.3,4,3,7,7,1.94,1.94,8.15,2.26,212,180,32,54.08,5.23,7,6,1,53.85,14.86,10.39,8.28,2.11,55.65,9.4,0,1,1,52,14.42,3.26,0.9,13.33,100.08,50.3,23.97,31.35,52.95,30.75,47.57
"ALEX.BIEGA","2014-2015","VAN","D",7,110.57,1,0,1,1,0.54,0.54,0.13,0.07,77,101,-24,43.26,-2.84,5,7,-2,41.67,-16.4,3.76,4.89,-1.13,43.47,-1.59,0,0,0,19,10.31,0.39,0.21,14.29,99.89,51.9,26.01,27.13,48.61,29.11,49.29
"ALEX.BIEGA","2015-2016","VAN","D",51,854.88,0,6,6,3,0.42,0.21,4.27,0.3,681,859,-178,44.22,-1.82,28,42,-14,40,-5.05,27.03,43.83,-16.8,38.15,-8.58,11,8,-3,116,8.14,2.26,0.16,0,99.32,52,28.05,27.45,45.73,30.02,52.28
"ALEX.BIEGA","2016-2017","VAN","D",36,474.07,0,3,3,1,0.38,0.13,3.27,0.41,393,454,-61,46.4,0.49,11,23,-12,32.35,-8.95,14.11,24.64,-10.53,36.41,-7.61,9,2,-7,79,10,1.31,0.17,0,96.91,50,22.18,28.03,46.64,29.35,51.53
"ALEX.BOLDUC","2014-2015","ARI","C",3,31.98,0,0,0,0,0,0,-0.72,-1.35,24,39,-15,38.1,-11.36,0,1,-1,0,-42.86,0.59,1.19,-0.6,33.15,-15.42,1,0,-1,3,5.63,0.17,0.32,0,95.24,37.5,17.38,30.25,49.98,29.56,53.47
"ALEX.BURMISTROV","2015-2016","WPG","C",81,1309.98,7,13,20,13,0.92,0.6,17.61,0.81,995,1229,-234,44.74,-7.43,35,59,-24,37.23,-15.06,41.67,61.54,-19.87,40.37,-10.48,16,22,6,204,9.34,10.44,0.48,6.86,97.31,42.44,27.14,30.72,49.83,31.39,53.01
"ALEX.BURMISTROV","2016-2017","WPG/ARI","C",49,654.43,5,11,16,13,1.47,1.19,6.12,0.56,503,640,-137,44.01,-2.5,25,29,-4,46.3,-0.65,19.36,31.78,-12.42,37.86,-8.46,6,7,1,89,8.16,3.44,0.32,11.11,101.33,48.21,22.41,30.6,48.22,30.35,49.91
"ALEX.BURROWS","2013-2014","VAN","L",49,873.08,5,10,15,11,1.03,0.76,25.85,1.78,937,730,207,56.21,4.96,29,33,-4,46.77,3.84,42.57,35.33,7.24,54.65,5.72,28,24,-4,201,13.81,11.24,0.77,4.81,96.95,60.63,29.49,35.35,53.95,32.68,49.51
"ALEX.BURROWS","2014-2015","VAN","L",70,1083.39,18,15,33,27,1.83,1.5,38.31,2.12,1055,900,155,53.96,6.62,52,48,4,52,1.82,53.29,49.07,4.22,52.06,5.95,27,26,-1,236,13.07,16.79,0.93,12.41,98.57,53.51,25.55,33.11,52.76,32.11,49.27
"ALEX.BURROWS","2015-2016","VAN","L",79,1198.42,9,13,22,16,1.1,0.8,22.41,1.12,1063,1065,-2,49.95,3.36,33,52,-19,38.82,-7.02,48.49,56.18,-7.69,46.33,0.94,23,22,-1,221,11.06,14.14,0.71,6.67,97.35,52.4,25.36,33.37,49.04,32.73,50.46
"ALEX.BURROWS","2016-2017","VAN/OTT","L",75,1098.08,15,16,31,25,1.69,1.37,30.84,1.69,920,1074,-154,46.14,-4.44,47,55,-8,46.08,-1.52,41.89,52.64,-10.75,44.31,-4.09,20,19,-1,237,12.95,13.08,0.71,10.49,99.96,48.61,24.54,31.67,47.37,30.94,51.72
"ALEX.CARRIER","2016-2017","NSH","D",2,20.78,0,0,0,0,0,0,-0.02,-0.06,15,16,-1,48.39,1.08,1,0,1,100,50,0.89,0.53,0.36,62.68,12.75,0,0,0,1,2.89,0.02,0.06,0,114.29,42.86,18,24.3,48.55,27.29,48.64
"ALEX.CHIASSON","2013-2014","DAL","R",79,1194.01,13,22,35,24,1.76,1.21,31.81,1.6,1365,947,418,59.04,10.01,63,63,0,50,-0.99,77.94,50.73,27.21,60.57,12.28,15,13,-2,279,14.02,23.86,1.2,9.03,97.1,67.4,25.03,35.37,57.64,31.78,43.78
"ALEX.CHIASSON","2014-2015","OTT","R",76,1016.6,11,15,26,20,1.53,1.18,24.18,1.43,1022,815,207,55.63,5.69,41,37,4,52.56,-0.9,48.6,36.64,11.96,57.02,6.12,25,8,-17,174,10.27,13.55,0.8,10.48,99.86,61.17,22.21,33.95,54.18,30.91,47.51
"ALEX.CHIASSON","2015-2016","OTT","R",77,1050.08,8,6,14,13,0.8,0.74,8.12,0.46,809,1049,-240,43.54,-5.12,41,45,-4,47.67,-4.17,37.31,48.67,-11.36,43.39,-4.56,18,8,-10,142,8.11,9.73,0.56,9.09,101.94,38.02,22.96,32.22,47.93,31.47,51.97
"ALEX.CHIASSON","2016-2017","CGY","R",81,1084.48,12,12,24,17,1.33,0.94,26.5,1.47,955,894,61,51.65,1.46,38,46,-8,45.24,-5.66,41.02,40.49,0.53,50.33,0.87,15,9,-6,165,9.13,9.34,0.52,11.54,97.69,59.32,22.57,30.88,49.01,30.17,50.93
"ALEX.EDLER","2013-2014","VAN","D",63,1467.07,7,14,21,12,0.86,0.49,33.36,1.36,1580,1305,275,54.77,3.5,39,75,-36,34.21,-16.53,69.77,66.83,2.94,51.08,1.6,26,14,-12,404,16.52,8.8,0.36,3.93,93.97,55.38,38.29,32.89,53.41,32.08,49.65
"ALEX.EDLER","2014-2015","VAN","D",74,1774.44,8,20,28,16,0.95,0.54,40.32,1.36,1672,1516,156,52.45,5.14,94,67,27,58.39,10.07,84.52,74.94,9.58,53,7.25,28,11,-17,364,12.31,8.23,0.28,4.57,101.66,48.85,39.51,31.77,51.67,32.83,50.77
"ALEX.EDLER","2015-2016","VAN","D",52,1271.54,6,13,19,8,0.9,0.38,18.56,0.88,1123,1134,-11,49.76,3.03,57,67,-10,45.97,0.04,56.98,61.72,-4.74,48,3.27,24,7,-17,248,11.7,4.97,0.23,5.41,97.79,45.72,39.96,32.86,50.02,33.37,50.1
"ALEX.EDLER","2016-2017","VAN","D",68,1653.33,6,15,21,13,0.76,0.47,24.41,0.89,1465,1597,-132,47.84,-1.4,57,91,-34,38.51,-6.68,64.02,90.27,-26.25,41.49,-7.3,19,7,-12,309,11.21,6.53,0.24,4.35,97.35,46.8,40.13,31.18,48.23,32.36,51.14
"ALEXEI.EMELIN","2013-2014","MTL","D",59,1136.12,3,13,16,6,0.84,0.32,8.99,0.47,910,1313,-403,40.94,-7.83,42,51,-9,45.16,-8.17,40.43,56.97,-16.54,41.51,-9.63,24,16,-8,135,7.13,2.61,0.14,5.17,100.85,37.25,31.79,29.54,46.64,31.2,52.91
"ALEXEI.EMELIN","2014-2015","MTL","D",68,1347.57,3,11,14,6,0.62,0.27,8.41,0.37,987,1408,-421,41.21,-10.95,45,56,-11,44.55,-16.09,39.16,63.59,-24.43,38.11,-15.51,24,12,-12,120,5.34,1.56,0.07,6.98,101.67,37.82,32.67,28.24,45.91,31.15,54.09
"ALEXEI.EMELIN","2015-2016","MTL","D",72,1475.84,0,12,12,3,0.49,0.12,17.24,0.7,1274,1415,-141,47.38,-5.5,43,69,-26,38.39,-15.34,59.51,71.68,-12.17,45.36,-8.49,27,10,-17,195,7.93,2.88,0.12,0,97.17,38.33,34.23,27.88,48.48,31.64,53.97
"ALEXEI.EMELIN","2016-2017","MTL","D",76,1620.45,2,8,10,5,0.37,0.19,18.2,0.67,1331,1621,-290,45.09,-8.84,48,74,-26,39.34,-21.05,59.1,72.97,-13.87,44.75,-9.33,33,19,-14,200,7.41,3.1,0.11,2.44,98.55,36.26,35.57,29.51,49.06,32.33,55.12
"ALEXEY.MARCHENKO","2013-2014","DET","D",1,13.35,0,0,0,0,0,0,0.15,0.67,12,14,-2,46.15,10.7,2,0,2,100,25,1.04,0.85,0.19,55.03,19.67,1,0,-1,0,0,0,0,NA,122.22,50,22.25,27.63,48.24,28.6,53.09
"ALEXEY.MARCHENKO","2014-2015","DET","D",13,200.42,1,1,2,1,0.6,0.3,4.42,1.32,183,149,34,55.12,6.99,6,5,1,54.55,-2.32,6.6,5.77,0.83,53.35,5.09,1,0,-1,19,5.69,0.28,0.08,14.29,99.21,61.32,25.72,27.13,51.16,29.09,52.37
"ALEXEY.MARCHENKO","2015-2016","DET","D",66,1110.84,2,9,11,7,0.59,0.38,16.14,0.87,860,1092,-232,44.06,-9.7,34,51,-17,40,-12.25,36.16,52.85,-16.69,40.62,-13.86,5,7,2,107,5.78,2.01,0.11,5,99.33,41.85,28.36,28.9,47.91,31.63,54.58
"ALEXEY.MARCHENKO","2016-2017","DET/TOR","D",41,695,1,7,8,2,0.69,0.17,7.95,0.69,549,747,-198,42.36,-7.73,26,29,-3,47.27,-1.69,22.24,33.58,-11.34,39.84,-11.5,6,3,-3,80,6.91,1.55,0.13,2.78,101.23,39.04,28.48,28.85,45.56,31.43,54.76
