"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"AARON.EKBLAD","2014-2015","FLA","D",81,31.48,0,0,0,0,0,0,0.67,1.28,8,47,-39,14.55,5.51,0,4,-4,0,0,0.61,3.62,-3.01,14.42,6.27,0,2,2,4,7.62,0.49,0.93,0,86.67,6.9,7.97,34.79,10.09,43.39,86.51
"AARON.EKBLAD","2015-2016","FLA","D",78,55.09,0,0,0,0,0,0,0.42,0.46,13,74,-61,14.94,6.8,0,7,-7,0,-6.52,0.87,5.38,-4.51,13.92,5.41,0,1,1,3,3.27,0.02,0.02,0,85.42,20.45,13.39,34.94,8.96,43.66,87.85
"AARON.EKBLAD","2016-2017","FLA","D",68,52.9,1,0,1,1,1.13,1.13,1.02,1.16,17,64,-47,20.99,8.36,1,4,-3,20,6.21,0.76,4.34,-3.58,14.9,4.82,2,1,-1,5,5.67,0.19,0.22,33.33,99.82,17.14,15.19,36.28,14.48,41.93,87.66
"AARON.NESS","2013-2014","NYI","D",20,14.67,0,0,0,0,0,0,-0.1,-0.41,2,16,-14,11.11,-0.53,0,2,-2,0,-7.14,0.15,0.48,-0.33,23.81,13.26,1,0,-1,0,0,0,0,NA,80,0,16.38,33.24,16.52,45.72,88.69
"AARON.NESS","2015-2016","WSH","D",8,1.2,0,0,0,0,0,0,0,0,0,1,-1,0,-6.45,0,0,0,NA,NA,0,0.02,-0.02,0,-1.5,0,0,0,0,0,0,0,NA,NA,NA,2.63,25,10.56,24.5,90.5
"AARON.NESS","2016-2017","WSH","D",2,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"AARON.PALUSHAJ","2013-2014","CAR","R",2,0.6,0,0,0,0,0,0,0,0,0,2,-2,0,-23.08,0,0,0,NA,NA,0,0.07,-0.07,0,-17,0,0,0,0,0,0,0,NA,NA,NA,10.14,21.67,18.33,31.33,85
"AARON.ROME","2013-2014","DAL","D",25,24.54,0,0,0,0,0,0,0.2,0.49,7,45,-38,13.46,-1.88,1,4,-3,20,10,0.23,3.69,-3.46,5.87,-11.22,0,0,0,0,0,0,0,NA,97.62,18.75,22.23,31.61,13.54,47.29,88.61
"AARON.VOLPATTI","2013-2014","WSH","L",41,0.25,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0.12,46.67,8,45.6,88
"AARON.VOLPATTI","2014-2015","WSH","L",2,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"ADAM.ALMQUIST","2013-2014","DET","D",2,0.45,0,0,0,0,0,0,0,0,0,2,-2,0,-15.38,0,0,0,NA,NA,0,0.09,-0.09,0,-36.5,0,0,0,0,0,0,0,NA,NA,0,3.28,48.15,8.15,36.89,90.22
"ADAM.BURISH","2013-2014","S.J","R",15,16.87,0,0,0,0,0,0,0.24,0.85,0,34,-34,0,-16.33,0,2,-2,0,-66.67,0,2.39,-2.39,0,-33.39,0,1,1,0,0,0,0,NA,NA,10,24.21,36.17,14.49,42.75,87.44
"ADAM.BURISH","2014-2015","S.J","R",20,30.1,0,0,0,0,0,0,0.57,1.14,7,56,-49,11.11,-10.59,0,4,-4,0,0,0.52,4.38,-3.86,10.61,-10.65,0,0,0,5,9.97,0.43,0.86,0,87.5,5,33.96,38.46,14.29,46.97,88.12
"ADAM.CLENDENING","2014-2015","VAN/CHI","D",21,0.74,0,0,0,0,0,0,0,0,0,3,-3,0,-10.05,0,0,0,NA,NA,0,0.31,-0.31,0,-9.96,0,0,0,0,0,0,0,NA,NA,0,0.74,20.45,17.73,36.07,89.34
"ADAM.CLENDENING","2015-2016","EDM/PIT","D",29,0.13,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0.08,25,12.5,37.31,86.57
"ADAM.CLENDENING","2016-2017","NYR","D",31,1.3,0,0,0,0,0,0,0,0,0,2,-2,0,-16.83,0,0,0,NA,NA,0,0.24,-0.24,0,-14.54,0,0,0,0,0,0,0,NA,NA,NA,1.12,19.23,18.97,44.92,86.77
"ADAM.CRACKNELL","2013-2014","STL","R",19,2.15,0,0,0,0,0,0,0,0,1,5,-4,16.67,7.22,0,0,0,NA,NA,0.01,0.43,-0.42,2.27,-4.44,0,0,0,0,0,0,0,NA,100,NA,1.97,31.63,10.54,34.23,86.88
"ADAM.CRACKNELL","2014-2015","CBJ","R",17,9.48,0,0,0,0,0,0,-0.02,-0.13,1,9,-8,10,3.37,0,2,-2,0,-5.56,0.06,0.64,-0.58,8.57,2.38,0,0,0,1,6.33,0.06,0.38,NA,NA,0,8.86,36.7,10.65,41.02,85.93
"ADAM.CRACKNELL","2015-2016","VAN/EDM","R",52,32.87,0,0,0,0,0,0,0.12,0.22,4,52,-48,7.14,-2.17,0,7,-7,0,-11.11,0.47,3.28,-2.81,12.53,0.27,1,2,1,1,1.83,0.03,0.05,0,75,9.52,12.48,33.74,10.37,42.84,88.56
"ADAM.CRACKNELL","2016-2017","DAL","R",69,35.65,1,0,1,1,1.68,1.68,1.14,1.92,15,52,-37,22.39,12.5,2,4,-2,33.33,29.17,1.51,2.81,-1.3,34.95,25.45,1,2,1,7,11.78,0.62,1.04,33.33,102.22,21.43,10.91,33.72,11.97,42.28,88.03
"ADAM.ERNE","2016-2017","T.B","L",26,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"ADAM.HALL","2013-2014","PHI","R",80,236.03,1,0,1,1,0.25,0.25,2.79,0.71,51,340,-289,13.04,-4.41,1,20,-19,4.76,-10.39,2.61,24.89,-22.28,9.49,-6.11,1,1,0,17,4.32,1.1,0.28,9.09,91.58,5.19,44.78,41.8,16.47,45.49,88.21
"ADAM.HENRIQUE","2013-2014","N.J","C",77,166.42,3,2,5,5,1.8,1.8,5.24,1.89,38,233,-195,14.02,4.12,6,11,-5,35.29,30.03,2.6,14.47,-11.87,15.23,5.4,0,1,1,20,7.21,1.76,0.63,21.43,115.68,6.02,38.56,48.36,9.4,47.85,88.32
"ADAM.HENRIQUE","2014-2015","N.J","C",75,138.18,0,1,1,1,0.43,0.43,1.32,0.57,14,227,-213,5.81,-5.24,1,20,-19,4.76,-11.9,1.12,15.72,-14.6,6.65,-5.16,0,1,1,6,2.61,0.41,0.18,0,95.84,4,32.67,46.79,10.92,46.94,87.6
"ADAM.HENRIQUE","2015-2016","N.J","C",80,207.98,2,1,3,3,0.87,0.87,3.5,1.01,34,345,-311,8.97,-2.91,3,17,-14,15,11,4.06,23.86,-19.8,14.54,3.85,1,1,0,17,4.9,2.62,0.76,20,104.24,2.81,47.54,50.17,10.01,49.37,88.89
"ADAM.HENRIQUE","2016-2017","N.J","C",82,183.95,2,1,3,3,0.98,0.98,3.52,1.15,26,293,-267,8.15,3.74,3,17,-14,15,9.74,2.02,20.42,-18.4,9,5.31,0,0,0,12,3.91,1.27,0.41,28.57,105.1,3.81,42.92,46.24,5.34,49.66,88.76
"ADAM.LARSSON","2013-2014","N.J","D",26,23.38,0,0,0,0,0,0,0.05,0.13,5,31,-26,13.89,4.15,1,0,1,100,92.86,0.27,2.06,-1.79,11.59,5.16,1,0,-1,0,0,0,0,NA,133.33,55.56,15.64,34.84,13.39,40,87.58
"ADAM.LARSSON","2014-2015","N.J","D",64,202.26,0,1,1,0,0.3,0,1.92,0.57,28,329,-301,7.84,-6.01,1,16,-15,5.88,-10.78,1.38,22.74,-21.36,5.72,-13.56,1,0,-1,1,0.3,0.02,0.01,0,96.47,1.4,59.18,42.94,10.5,48.44,87.96
"ADAM.LARSSON","2015-2016","N.J","D",82,271.04,0,1,1,0,0.22,0,2.78,0.62,34,439,-405,7.19,-9.02,3,25,-22,10.71,5.45,3.4,31.92,-28.52,9.63,-7.82,0,3,3,1,0.22,0.02,0,0,103.72,5.21,60.3,45.28,15.25,49.88,88.96
"ADAM.LARSSON","2016-2017","EDM","D",79,123.27,0,0,0,0,0,0,1.48,0.72,29,208,-179,12.24,1.96,1,18,-17,5.26,-7.24,1.45,15.05,-13.6,8.79,-1.18,2,2,0,3,1.46,0.06,0.03,0,89.37,9.38,34.05,33.6,12.17,46.84,88.06
"ADAM.LOWRY","2014-2015","WPG","L",80,50.32,0,0,0,0,0,0,0.41,0.49,14,56,-42,20,7.52,1,3,-2,25,11.44,1.26,4.87,-3.61,20.55,8.95,0,0,0,6,7.15,0.67,0.8,0,100.32,32.14,10.02,34.52,13.11,44.3,87.49
"ADAM.LOWRY","2015-2016","WPG","L",74,154.16,0,0,0,0,0,0,0.87,0.34,27,291,-264,8.49,-5.52,1,18,-17,5.26,-8.07,2.16,20.96,-18.8,9.34,-3.65,0,1,1,5,1.95,0.65,0.25,0,94.01,3.66,36.66,35.65,13.97,47.53,89.08
"ADAM.LOWRY","2016-2017","WPG","L",82,177.57,0,1,1,0,0.34,0,1.98,0.67,36,325,-289,9.97,-1.83,5,24,-19,17.24,4.74,2.61,22.12,-19.51,10.55,-2.92,0,2,2,6,2.03,0.69,0.23,0,105.71,3.59,41.6,42.07,9.92,47.25,88.7
"ADAM.MCQUAID","2013-2014","BOS","D",29,54.38,0,0,0,0,0,0,0.35,0.39,20,81,-61,19.8,2.34,2,8,-6,20,12.86,1.39,4.46,-3.07,23.76,9.05,0,0,0,1,1.1,0.02,0.02,NA,94.77,10.87,35.02,33.89,14.12,44.36,87.65
"ADAM.MCQUAID","2014-2015","BOS","D",63,118.5,0,0,0,0,0,0,0.55,0.28,29,190,-161,13.24,0.78,1,15,-14,6.25,-14.8,1.91,11.57,-9.66,14.17,1.95,3,1,-2,4,2.03,0.16,0.08,0,88.84,13.82,38.72,36.86,14.47,44.78,86.94
"ADAM.MCQUAID","2015-2016","BOS","D",64,154.63,0,0,0,0,0,0,1.35,0.52,42,245,-203,14.63,0.54,4,18,-14,18.18,5.68,3,14.19,-11.19,17.45,2.99,1,0,-1,3,1.16,0,0,NA,97.99,7.56,45.12,39.25,12.91,47.77,88.65
"ADAM.MCQUAID","2016-2017","BOS","D",77,180.68,0,1,1,1,0.33,0.33,2.65,0.88,46,285,-239,13.9,-0.14,4,18,-14,18.18,-6.82,3.07,18.89,-15.82,13.98,2.36,2,0,-2,2,0.66,0.15,0.05,0,98.84,8.23,43.32,36.04,13.78,46,88.61
"ADAM.PARDY","2013-2014","WPG","D",60,59.69,0,0,0,0,0,0,0.53,0.53,18,92,-74,16.36,4,0,5,-5,0,-12.2,1.41,6.7,-5.29,17.39,3.72,0,0,0,1,1.01,0.14,0.14,0,89.58,10.53,17.33,31.66,13.84,47.21,88.8
"ADAM.PARDY","2014-2015","WPG","D",55,131.78,0,1,1,1,0.46,0.46,1.28,0.58,30,201,-171,12.99,-1.33,2,11,-9,15.38,-5.45,2.29,18.63,-16.34,10.95,-2.88,6,3,-3,3,1.37,0.08,0.04,0,101.28,6.19,38.24,30.15,13.47,48.25,87.96
"ADAM.PARDY","2015-2016","WPG/EDM","D",23,54.8,0,0,0,0,0,0,0.52,0.57,8,81,-73,8.99,-0.95,1,5,-4,16.67,-8.33,0.63,4.3,-3.67,12.78,1.16,0,0,0,1,1.09,0.02,0.02,0,111.84,2.22,38.61,32.69,10.91,42.95,87.72
"ADAM.PARDY","2016-2017","NSH","D",4,0.33,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,1.58,27,11,18.56,82.63
"ADAM.PAYERL","2013-2014","PIT","C",2,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"ADAM.PELECH","2015-2016","NYI","D",9,16.88,0,0,0,0,0,0,0.22,0.78,4,31,-27,11.43,4.48,1,3,-2,25,5,0.21,1.29,-1.08,14,5.01,0,0,0,1,3.55,0.02,0.07,0,126.92,0,34.78,35.91,20.96,45.71,88.46
"ADAM.PELECH","2016-2017","NYI","D",44,42.3,0,0,0,0,0,0,0.72,1.02,7,68,-61,9.33,-3.38,0,2,-2,0,-20,0.54,3.76,-3.22,12.56,-2.88,0,0,0,1,1.42,0.06,0.09,0,93.1,8.33,21.98,31.89,11.27,43.38,88.09
"ADRIAN.KEMPE","2016-2017","L.A","L",25,15.58,0,0,0,0,0,0,0.14,0.54,3,26,-23,10.34,-3.32,0,2,-2,0,-11.11,0.34,1.08,-0.74,23.94,12.35,0,0,0,2,7.7,0.33,1.27,0,81.82,25,13.78,36,11.36,41.14,88.4
"AJ.GREER","2016-2017","COL","L",5,1.28,0,0,0,0,0,0,0,0,1,1,0,50,32.46,0,0,0,NA,NA,0.06,0.03,0.03,66.67,52.46,1,1,0,1,46.88,0.06,2.81,NA,NA,33.33,4.15,31.17,12.73,31.15,89.56
"ALAN.QUINE","2015-2016","NYI","C",2,3.12,1,0,1,1,19.23,19.23,0.87,16.73,1,7,-6,12.5,12.5,1,2,-1,33.33,33.33,0.41,0.19,0.22,68.33,68.33,0,0,0,1,19.23,0.41,7.88,100,133.33,0,42.92,34,6.44,48.01,88.7
"ALAN.QUINE","2016-2017","NYI","C",61,21.92,0,0,0,0,0,0,-0.05,-0.14,0,53,-53,0,-12.07,0,2,-2,0,-16.67,0,3.99,-3.99,0,-15.28,0,0,0,0,0,0,0,NA,NA,0,8.4,36.53,10.95,45.69,88.47
"ALEC.MARTINEZ","2013-2014","L.A","D",61,26.27,0,0,0,0,0,0,0.5,1.14,13,44,-31,22.81,13.15,0,3,-3,0,-15.38,0.53,3.25,-2.72,14.02,3.28,0,0,0,4,9.14,0.1,0.23,0,84.21,18.18,7.67,30.58,10.58,47.1,88.14
"ALEC.MARTINEZ","2014-2015","L.A","D",56,86.75,0,0,0,0,0,0,1.3,0.9,23,116,-93,16.55,6.13,1,6,-5,14.29,2.86,1.8,5.34,-3.54,25.21,16.11,0,2,2,0,0,0,0,NA,90.26,6.67,33.41,30.8,12.77,45.29,87.32
"ALEC.MARTINEZ","2015-2016","L.A","D",78,175.01,0,1,1,0,0.34,0,2.63,0.9,28,301,-273,8.51,-0.28,3,17,-14,15,12.22,1.64,21.04,-19.4,7.23,0.37,1,3,2,2,0.69,0.07,0.02,0,105.56,11.11,40.06,30.73,9.41,47.94,88.67
"ALEC.MARTINEZ","2016-2017","L.A","D",82,178.98,0,0,0,0,0,0,1.74,0.58,46,261,-215,14.98,3.57,1,12,-11,7.69,-4.31,3.32,16.13,-12.81,17.07,4.8,0,0,0,2,0.67,0.03,0.01,NA,93.41,9.52,42.66,30.07,14.5,46.34,88.12
"ALEKSANDER.BARKOV","2013-2014","FLA","C",54,6.97,0,0,0,0,0,0,-0.01,-0.09,1,8,-7,11.11,0.1,0,0,0,NA,NA,0.03,0.49,-0.46,5.77,-4.62,0,0,0,0,0,0,0,NA,100,14.29,2.72,29,13.97,40.31,87.51
"ALEKSANDER.BARKOV","2014-2015","FLA","C",71,30.06,0,0,0,0,0,0,0.13,0.26,6,46,-40,11.54,2.96,0,2,-2,0,0,0.59,2.72,-2.13,17.82,9.92,0,0,0,2,3.99,0.31,0.62,0,92,21.74,8.86,35.2,9.63,42.44,86.4
"ALEKSANDER.BARKOV","2015-2016","FLA","C",66,115.08,1,0,1,1,0.52,0.52,1.6,0.83,19,182,-163,9.45,-0.12,1,14,-13,6.67,2.82,1.5,10.91,-9.41,12.09,2.41,0,0,0,11,5.74,1.21,0.63,14.29,93.83,6.12,32.02,39.78,9.38,46,88.67
"ALEKSANDER.BARKOV","2016-2017","FLA","C",61,75.88,0,0,0,0,0,0,0.36,0.28,17,88,-71,16.19,2.11,0,5,-5,0,-20,0.61,6.74,-6.13,8.3,-4.88,0,1,1,3,2.37,0.22,0.17,0,90.91,12.07,24.58,35.27,16.12,43.56,87.7
"ALES.HEMSKY","2013-2014","EDM/OTT","R",75,13.18,0,0,0,0,0,0,0.09,0.41,0,23,-23,0,-11.18,0,3,-3,0,-8.16,0,2.01,-2.01,0,-8.99,0,0,0,0,0,0,0,NA,NA,25,3.15,35.55,10.72,48.13,88.52
"ALES.HEMSKY","2014-2015","DAL","R",76,1.19,0,0,0,0,0,0,0.08,4.03,3,0,3,100,85.14,0,0,0,NA,NA,0.11,0,0.11,100,84.19,0,0,0,1,50.42,0.06,3.03,0,NA,0,0.31,24.57,17.43,40.1,85.28
"ALES.HEMSKY","2015-2016","DAL","R",75,0.58,0,0,0,0,0,0,0,0,0,2,-2,0,-11.57,0,1,-1,0,-17.02,0,0.13,-0.13,0,-13.24,0,0,0,0,0,0,0,NA,NA,NA,0.16,45.71,10.86,51.71,87.67
"ALES.HEMSKY","2016-2017","DAL","R",15,1.37,0,0,0,0,0,0,0.05,2.19,0,2,-2,0,-13.33,0,0,0,NA,NA,0,0.12,-0.12,0,-16.69,0,0,0,0,0,0,0,NA,NA,NA,2.35,31.71,12.68,34.26,88.58
"ALEX.BIEGA","2014-2015","VAN","D",7,1.97,0,0,0,0,0,0,0,0,0,4,-4,0,-7.14,0,0,0,NA,NA,0,0.59,-0.59,0,-9.71,0,0,0,0,0,0,0,NA,NA,0,5.25,23.9,15.25,37.33,86.57
"ALEX.BIEGA","2015-2016","VAN","D",51,54.42,0,0,0,0,0,0,0.05,0.06,10,85,-75,10.53,1.13,0,4,-4,0,-6.9,0.85,5.87,-5.02,12.65,2.14,1,0,-1,0,0,0,0,NA,93.1,0,20.88,28.99,11.46,45.21,88.72
"ALEX.BIEGA","2016-2017","VAN","D",36,23.12,0,0,0,0,0,0,0.05,0.13,3,43,-40,6.52,-0.14,0,7,-7,0,-5,0.12,4.15,-4.03,2.81,-3.66,0,0,0,0,0,0,0,NA,75,0,14.21,39.21,10.02,44.85,88.7
"ALEX.BOLDUC","2014-2015","ARI","C",3,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"ALEX.BURMISTROV","2015-2016","WPG","C",81,162.5,0,1,1,1,0.37,0.37,1.77,0.65,27,279,-252,8.82,-4.84,1,19,-18,5,-9.29,1.62,19.76,-18.14,7.58,-7.38,1,1,0,9,3.32,0.66,0.24,0,93.06,3.82,35.84,35.25,13.61,45.59,88.67
"ALEX.BURMISTROV","2016-2017","WPG/ARI","C",49,43.08,0,1,1,1,1.39,1.39,0.78,1.09,6,72,-66,7.69,-2.24,1,5,-4,16.67,2.38,0.25,3.76,-3.51,6.23,-5.03,0,0,0,1,1.39,0.03,0.04,0,103.51,8.7,17.68,37.92,10.98,42.35,88.08
"ALEX.BURROWS","2013-2014","VAN","L",49,89.49,0,1,1,1,0.67,0.67,1.96,1.31,21,145,-124,12.65,-1.01,1,7,-6,12.5,7.24,1.42,8.27,-6.85,14.65,7.23,0,2,2,7,4.69,0.28,0.19,0,97,6.41,31.45,38.73,13.75,46.31,87.98
"ALEX.BURROWS","2014-2015","VAN","L",70,84.2,1,0,1,1,0.71,0.71,1.54,1.1,19,126,-107,13.1,-2.11,1,7,-6,12.5,1.79,1.27,9.16,-7.89,12.18,-3.06,2,2,0,8,5.7,0.91,0.65,16.67,95.19,3.37,23.11,37.71,13.66,47.76,87.66
"ALEX.BURROWS","2015-2016","VAN","L",79,135.62,0,0,0,0,0,0,0.53,0.23,24,190,-166,11.21,2.18,1,15,-14,6.25,-2.57,1.28,13.21,-11.93,8.83,-3.58,3,1,-2,11,4.87,0.79,0.35,0,94.87,4.27,35.32,38.96,11.61,48.92,88.78
"ALEX.BURROWS","2016-2017","VAN/OTT","L",75,87.95,0,1,1,1,0.68,0.68,1.34,0.91,18,161,-143,10.06,-2.24,1,14,-13,6.67,6.67,1.24,11.6,-10.36,9.66,0.78,0,0,0,5,3.41,0.35,0.24,0,93.26,9.78,26.84,45.52,9.22,46.91,88.14
"ALEX.CARRIER","2016-2017","NSH","D",2,0.02,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0.22,20,20,25,75
"ALEX.CHIASSON","2013-2014","DAL","R",79,43.9,0,0,0,0,0,0,0.23,0.31,8,64,-56,11.11,-2.41,0,8,-8,0,-18.18,0.45,4.68,-4.23,8.77,-5,0,0,0,3,4.1,0.21,0.29,0,80.95,3.12,11.24,38.98,14.55,44.8,87.67
"ALEX.CHIASSON","2014-2015","OTT","R",76,64.2,0,1,1,1,0.93,0.93,0.86,0.8,11,81,-70,11.96,-2.85,1,5,-4,16.67,4.17,0.61,5.47,-4.86,10.03,-5.44,0,0,0,3,2.8,0.15,0.14,0,98.37,45.45,16.31,38.03,15.34,45.9,87.46
"ALEX.CHIASSON","2015-2016","OTT","R",76,113.92,1,0,1,1,0.53,0.53,1,0.53,19,177,-158,9.69,-1.65,1,17,-16,5.56,-16.18,1.12,10.99,-9.87,9.25,-3.24,0,0,0,4,2.11,0.46,0.24,50,90.31,7.77,31.69,39.38,11.87,45.75,88.28
"ALEX.CHIASSON","2016-2017","CGY","R",81,73.28,1,0,1,1,0.82,0.82,1.25,1.02,13,92,-79,12.38,-1.59,1,7,-6,12.5,0,0.84,7.5,-6.66,10.07,-3.43,0,2,2,4,3.28,0.18,0.15,50,107.72,20,16.68,32.99,14.8,40.33,87.72
"ALEX.EDLER","2013-2014","VAN","D",63,137.01,0,0,0,0,0,0,0.96,0.42,39,197,-158,16.53,5.47,0,14,-14,0,-11.54,1.8,14.06,-12.26,11.35,3.56,3,1,-2,5,2.19,0.25,0.11,0,86,12.9,36.99,33.5,11.3,44.39,88.47
"ALEX.EDLER","2014-2015","VAN","D",74,190.17,0,0,0,0,0,0,1.33,0.42,40,288,-248,12.2,-4.65,2,18,-16,10,-5.79,2.32,18.91,-16.59,10.93,-5.61,1,0,-1,6,1.89,0.13,0.04,0,95.84,3.37,47.07,33.23,18.12,47.62,87.78
"ALEX.EDLER","2015-2016","VAN","D",52,132.75,0,0,0,0,0,0,0.97,0.44,19,233,-214,7.54,-5.46,0,20,-20,0,-20,1.28,17.11,-15.83,6.96,-14.11,2,1,-1,2,0.9,0.03,0.01,0,85.4,3.73,48.91,38.36,10.4,50.33,89.1
"ALEX.EDLER","2016-2017","VAN","D",68,172.97,0,0,0,0,0,0,1.7,0.59,28,296,-268,8.64,-4.44,0,23,-23,0,-10.53,1.45,19.09,-17.64,7.06,-4.07,1,0,-1,2,0.69,0.12,0.04,0,86.06,7.92,57.76,39.07,10.24,49.07,88.5
"ALEXEI.EMELIN","2013-2014","MTL","D",59,100.6,0,0,0,0,0,0,0.82,0.49,17,205,-188,7.66,-6.69,0,14,-14,0,-16.67,0.94,13.14,-12.2,6.68,-11.26,2,0,-2,1,0.6,0.09,0.05,0,86,6.94,28.79,33.68,16.5,44.12,87.98
"ALEXEI.EMELIN","2014-2015","MTL","D",67,159.18,0,0,0,0,0,0,0.67,0.25,26,267,-241,8.87,-3.44,1,17,-16,5.56,-6.94,1.76,18.98,-17.22,8.49,-2.1,5,2,-3,5,1.88,0.12,0.05,0,93.98,4.35,45.54,35.15,12.16,45.59,87.72
"ALEXEI.EMELIN","2015-2016","MTL","D",71,148.11,0,0,0,0,0,0,0.65,0.26,36,251,-215,12.54,-0.29,2,19,-17,9.52,-7.87,3.75,20.66,-16.91,15.36,4.59,2,0,-2,2,0.81,0.25,0.1,0,94.73,4.05,43.52,33.67,14.1,47.74,89.11
"ALEXEI.EMELIN","2016-2017","MTL","D",76,192.25,0,0,0,0,0,0,1.6,0.5,32,310,-278,9.36,-0.05,1,28,-27,3.45,-7.08,1.88,22.22,-20.34,7.8,-2.3,2,2,0,1,0.31,0,0,NA,88.39,4.09,52.17,40.66,11.52,49.37,88.84
"ALEXEY.MARCHENKO","2013-2014","DET","D",1,0.95,0,0,0,0,0,0,0,0,0,2,-2,0,-11.76,0,0,0,NA,NA,0,0.02,-0.02,0,-24.14,0,0,0,0,0,0,0,NA,NA,NA,9.55,34.04,8.77,35.79,84.84
"ALEXEY.MARCHENKO","2014-2015","DET","D",13,9.45,0,0,0,0,0,0,0.1,0.63,3,19,-16,13.64,7.43,0,0,0,NA,NA,0.22,0.91,-0.69,19.47,12.81,0,0,0,0,0,0,0,NA,100,0,13.76,37.88,10.83,42.22,88.87
"ALEXEY.MARCHENKO","2015-2016","DET","D",66,137.78,0,1,1,1,0.44,0.44,2.15,0.94,20,250,-230,7.41,-1.31,1,11,-10,8.33,4.63,1.5,13.99,-12.49,9.68,-0.35,1,0,-1,0,0,0,0,NA,98.21,8.89,39.61,40.02,9.07,48.32,88.64
"ALEXEY.MARCHENKO","2016-2017","DET/TOR","D",41,71.67,0,1,1,0,0.84,0,1.27,1.06,10,140,-130,6.67,-5.89,1,11,-10,8.33,8.33,0.71,9.2,-8.49,7.16,-3.41,0,0,0,1,0.84,0.03,0.03,0,96.56,7.32,40.33,40.44,12.14,51.38,88.71
"ALEX.FRIESEN","2015-2016","VAN","C",1,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"ALEX.GALCHENYUK","2013-2014","MTL","C",64,1.27,0,0,0,0,0,0,0,0,0,5,-5,0,-12.31,0,0,0,NA,NA,0,0.36,-0.36,0,-14.06,0,0,0,0,0,0,0,NA,NA,0,0.33,41.84,15,50.71,88.15
"ALEX.GALCHENYUK","2014-2015","MTL","C",80,2.88,0,0,0,0,0,0,0,0,0,6,-6,0,-11.28,0,1,-1,0,-12.2,0,0.34,-0.34,0,-11.23,0,0,0,0,0,0,0,NA,NA,0,0.69,39.77,16.3,45.42,87.24
"ALEX.GALCHENYUK","2015-2016","MTL","C",81,0.62,0,0,0,0,0,0,0.01,0.97,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0.16,34.05,15.68,20.13,82.79
"ALEX.GALCHENYUK","2016-2017","MTL","C",61,1.7,0,0,0,0,0,0,-0.01,-0.35,0,2,-2,0,-10.04,0,0,0,NA,NA,0,0.1,-0.1,0,-9.14,0,0,0,0,0,0,0,NA,NA,NA,0.61,36.86,10.98,37.29,87.18
"ALEX.GOLIGOSKI","2013-2014","DAL","D",81,200.18,0,0,0,0,0,0,2.15,0.64,50,359,-309,12.22,-1.47,3,21,-18,12.5,-4.17,3.31,25.57,-22.26,11.46,-2.18,1,2,1,4,1.2,0.21,0.06,0,97.35,5.91,49.59,35.45,12.04,48.31,88.55
"ALEX.GOLIGOSKI","2014-2015","DAL","D",81,235.19,0,1,1,1,0.26,0.26,3.03,0.77,59,394,-335,13.02,-3.98,2,25,-23,7.41,-11.11,3.82,28.68,-24.86,11.75,-6.59,1,3,2,3,0.77,0.11,0.03,0,93.01,4.89,56.15,36.61,15.92,48.94,88.17
